,review,label
852,"Un grand film sur la sexualité et la communication . Si la part réservé à l' érotisme s' avère très troublante ( les confessions , scène du baiser ) bien aidée par une belle B.O. , c' est visiblement la communication auquel s' intéresse Steven Soderbergh du haut de ses 26 ans , et qui est aussi au coeur du problème des 4 citadins de son histoire . Chacun porte des secrets qui vont peu à peu se réveler au contact de l' étranger Graham , héros distancié incarné avec naturel par James Spader . Le problème du héros peut se voir comme une métaphore des difficultés à s' inscrire dans la société . 20 ans plus tard , le film n' a rien perdu de sa force et demeure même plus pertinent encore , Soderbergh pointant du doigt le matérialisme et l' "" ulta-moderne solitude "" de nos sociétés . Le magnifique plan final de Graham / Ann enfin réunis à l' écran dissertant sur l' état du ciel , peut se voir comme un retour au naturel et à la simplicité .",1
853,"Étant un grand fan de la saga après l' avoir découverte au cinéma et depuis , dévoré les 3 livres , ce second volet était impatiemment attendu . Si vous n' avez pas lu le livre , préparez-vous a un film bien plus sombre que le premier et ce n' est rien en comparaison du 3ème ( je fais partie des sceptiques quand au fait qu' il y ait 2 films ) . A celles et ceux qui , comme moi , ont adoré le livre , vous allez être ravi car l' adaptation , a 2 détails près , est extrêmement fidèle au livre . Jennifer Lawrence est toujours au top , de même que Woody Harrelson ; la BO toujours aussi belle et les prises de vues et décors toujours aussi grandioses . Le fan est ravi et reconnaît peut-être un manque d' objectivité . Mais quel bonheur ...",1
854,"Une sorte de "" qu' est ce qu' on a fait au bon dieu "" chez les juifs , et en franchement pas drôle . C' est mal joué ( à part Julia Piaton ) , tous les clichés sont énumérés et rendent le film indigeste et mal équilibré . La fin ne justifie pas les moyens , c' est joli de prôner la tolérance mais il ne faut pas oublier de faire du cinéma .",0
855,"Après avoir vu NANA , difficile de croire qu' il s' agit seulement d' un des premiers films de Renoir et , surtout , que c' est un film muet ! Tout est parole , tout le temps . Dès le début , on est pris dans l' histoire . Jamais un instant de répit . Jean Renoir nous fait entrer immédiatement dans cette adaptation dynamique et passionnante de notre naturaliste préféré . Le jeu de Catherine Hessling peut être critiqué ... n' empêche qu' elle colle parfaitement au personnage ! NANA , c' est une véritable leçon de mise en scène . C' est un film fascinant par sa puissance visuelle ; de nombreux plans sont époustouflants par leur sobriété et leur symbolisme . Tout est pensé ! et pourtant , ce n' est pas hermétique , c' est paradoxalement parlant . Il y a des jours , comme ça , après avoir vu un tel film ... on en veut un peu à celui qui a inventé le son ! ( soit dit en passant , excellent accompagnement musical , en osmose totale avec le point de vue adopté par Renoir )",1
856,"Magnifique document réalisé à partir des films tournés par Charles Aznavour ou ses proches . Un an après sa disparition , à ne pas manquer les confidences de ce grand humaniste dont les chansons nous accompagneront toute notre vie .",1
857,Moi qui attendait une superbe histoire sans tabous . Rien de tout cela . Rien à voir avec les livres . Très déçu . Je n' ai pas retrouvé mon bas boy . Trop édulcoré . Une version pour les gamines de 14 ans . Malheureusement j' ai vu bcp de gamines sur la plage avec les livres qui sont complètement différents et ne leur sont pas destinés .,0
858,Mouais le 2 etait largement meilleur . en fait Le flic de beverly hills 3 c' est en quelque sorte le film de trop qui acheve la serie : c' est ennuyeux du debut a la fin ... A eviter ( regardez plutot le 2 il est bien meilleur ),0
859,"Je me suis laissé tenté une nouvelle fois par ces divagations lusitaniennes . A l' exception du dernier tableau , tous est long et laborieux . Le tableau initial est assez catastrophique par son insignifiance . Le tribunal est parfois bien , mais inégal , comme tout le film . Le dernier tableau est le plus intéressant , mais nous n' avons pas le temps de nous attacher aux personnages . Sinon , aucune poésie ou contemplation ne transparaît tout le long du film , rien ne justifient toutes ces longueurs . C' est encore mal filmé et l' image assez souvent laide . Seul bémol , le film est un peu moins diffus dans la narration que "" L' inquiet "" .",0
860,Un chef d' oeuvre incroyable travail pour trouver les animaux et les suivre pendant des années .,1
861,"Quelle déception ! plus mauvais film de Woody Allen depuis le très médiocre "" To Rome with love "" . Woody Allen a voulu considérablement rajeunir son public en donnant les premiers rôles à Timothée Chalamet et Elle Fanning mais force est de constater que ces derniers ne peuvent pas sauver ce désastre tant le scénario est d' une faiblesse incroyable - tous les thèmes de la création au cinéma , des faux semblants , de l' ennui existentiel du "" pauvre petit riche "" , du monde des apparences et des tromperies à chaque étage sonnent faux , pire encore , ne nous intéresse pas une seconde - . On se fout de ce qu' il peut advenir de Gatsby qui , pour le coup , n' a rien de magnifique . Aucun humour ou presque , aucun véritable message ou presque , aucune subversion ou presque , aucune psychologie ou presque ( le rôle tenu par Elle Fanning frise le ridicule voire le grotesque tant elle est "" nunuche "" et inculte au dernier degrés . Bref , un très très petit Woody Allen dans sa longue et brillante carrière dont on sent , de plus en plus , la fatigue et le manque d' inspiration . Mais peut-être qu' il a déjà tout dit , pas sûr , mais ça je ne veux pas le croire ou n' a pas envie d' y croire .",0
862,"Malgrè ses efforts pour nous impliquer dans une histoire d' espionnage / terroriste / palestinienne digne d' un film TV , Andrew V. McLaglen manque complètement sa cible et son dernier long-mètrage nous apparaît ici comme très mineur dans une filmographie où le western et le film de guerre firent les beaux jours chez les amateurs du genre ! Et tandis que succède une scène d' ouverture ètonnante où tout part en vrille , on attend dèsespèrement que "" Eye of the Widow "" dècolle enfin ! Mais ni la mise en scène , ni le scènario n' y contribuent vraiment ! On reste indiffèrent à la distribution qui rèunit un peu n' importe qui ( Ben Cross , Mel Ferrer , F. Murray Abraham ... stop arrêtons nous là ) et un peu n' importe quoi ( Richard Young , que l' on a pu voir dans le troisième volet d' « Indiana Jones » ; Paul L. Smith , le maton sadique de « Midnight Express » ... ) . Le sujet manque d' intèrêt , et le divertissement d' espionnage ( d' après le roman de Gèrard de Villiers ) , lui , est pour ainsi dire dèpassè ! Reste heureusement les eaux turquoises de Bonifacio en Corse-du-Sud pour faire passer le temps et des actrices ( au jeu mèdiocre ) qui sortent tout droit d' un pur roman « S.A. S » , surtout celle avec son bandeau à l' oeil ...",0
863,"Quasi inconnu en France , "" Le Seigneur des Anneaux "" est devenu culte grâce à la trilogie de Peter Jackson . Et ce n' est pas un hasard car ce 1er film , qui est aussi le meilleur de la trilogie , est un pur chef d' oeuvre ! Les raisons du miracle ? Des effets spéciaux époustouflants ( il fallait bien ça pour recréer l' univers de Tolkien ) , une BO somptueuse , une mise en scène exceptionnelle ( tant sur le plan du rythme que des décors ou des choix artistiques ) et des scènes d' anthologie à couper le souffle ( la superbe scène d' intro , les Hobbits poursuivis par les Nazguls , le passage de la Moria , la charge finale d' Aragorn ... ) . Mais , cet épisode ( et cette trilogie ) ne serait rien sans son fantastique casting avec un Elijah Wood parfait en Frodon , un Sean Astin épatant en Sam , un rigolo John Rhys-Davis en bougon Gimli , la découverte de Orlando Bloom ( qui campe un Legolas très classe ) et des jeunes Dominic Monaghan et Billy Boyd ( amusants Merry et Pippin ) mais surtout le génialissime Ian McKellen dans le rôle légendaire de Gandalf , Christopher Lee en infâme Saroumane , Sean Bean dans le rôle difficile de Boromir et la véritable révélation du film , Viggo Mortensen , monstrueux de charisme , qui fait du personnage d' Aragorn le plus passionnant de la trilogie ! Quant à Sauron , on sent sa présence menaçante tout au long du film ... ce qui n' est pas un mince exploit ! On pourra toujours reprocher au film le traitement de certains personnages ( Galadriel trop statique , Arwen trop mise en avant ... ) mais dans l' ensemble , il faut bien admettre qu' on se trouve devant une magnifique adaptation qui a su se passer de certaines scènes inutiles ( l' histoire de Tom Bombadil en tête ) et ne pas s' encombrer des poèmes des romans . Un véritable chef d' oeuvre et une date dans l' Histoire du cinéma !",1
864,"Une trame classique pour ce chef d' œuvre de Michael Mann à la force narrative exceptionnelle . De l' émotion , une technique de haut vol , des scènes à couper le souffle comme la scène finale à flanc de falaise . Une très belle bande originale . Les acteurs sont excellents avec notamment Daniel Day-Lewis dans son registre habituel et Wes Studi véritablement impeccable dans son interprétation . Une grande fresque envoûtante portée par sa photographie et la beauté de ses décors naturels .",1
865,"Qu' est ce que c' est que ce porc-héros qui tripote et bécote sa fille ! Il fallait faire pire que "" préparez vos mouchoirs ! ? Ou faire ce qu' on a pas oser faire à l' époque dans "" la grande bouffe ! ? "" Les décors , les habits , les accessoires ... ainsi que les autres reconstitutions d' époques sont excellents , mais ça ne va pas plus loin . Une bande d' hurluberlus qui déambulent sur fond de fuite du roi avec leurs soucis de tous les jours . C' est vraiment ennuyeux , et parfois déroutant tant certaines scènes sont extravagantes ! Je préfère encore "" l' évasion de Louis XVI "" de notre médiocre france2 .",0
866,"J' ai revu ce film dernièrement , qui date quand même de 1990 , mais quel plaisir de voir ces deux grands acteurs que sont Richard Gere et Andy Garcia , qui nous transportent dans une sombre histoire de flics ripoux , mais surtout une intrigue machiavelique . Vous qui aimez Richard Gere ..... vous le detesterez ! ( le temps du film )",1
867,"Le troupeau d' un ranch isolé au milieu du Texas est victime d' une épidémie . Mais ce n' est là qu' un prétexte pour plonger au cœur de la famille qui tient ce ranch et la regarder de plus près . Il y a Hud , le fils débauché qui couche avec des femmes mariées et qui se complaît dans sa nature de salaud , son père Homer avec des valeurs à l' ancienne qui méprise son fils et il y a le neveu de Hud , qui jette sur son oncle un regard admirateur mais qui doit apprendre à distinguer le bien du mal de lui-même . Au milieu de ces trois hommes aux fortes personnalités ( et campés par des acteurs de talent , Paul Newman , Brandon De Wilde et Melvyn Douglas s' il vous plaît ! ) , il y a Alma ( Patricia Neal dans un de ses plus grands rôles ) , la bonne du ranch qui a des affinités avec les trois hommes mais qui n' en touche à aucun malgré son charme . Martin Ritt s' arme d' un scénario assez simple mais terriblement révélateur sur la nature humaine et ses différents comportements . Il sait filmer aussi bien les paysages naturels que les acteurs , donnant une importance à chaque plan avec un talent certain . Le scénario bénéficie de superbes dialogues et laisse aux acteurs toute la place nécessaire pour qu' ils créent leurs personnages . Aussi on finit par pardonner au film ses longueurs et l' on se laisse transporter par l' interprétation fiévreuse de ses acteurs .",1
868,"Très belle oeuvre expressionniste que nous offre Murnau , un acteur impressionant et des images très bien travaillées pour une envoutante oeuvre de référence . En revanche comme dans beaucoup de films muets ou vieux films , la musique omniprésente est parfois lourde et assommante . Même si les scènes unes à unes sont de toute beauté , le montage en lui-même est assez inégal et pas toujours des plus pertinent perdant parfois le fil de la narration .",1
869,"Le meilleur des 3 DVD d' animation Resident evil pour ma part . Le scénario est bien tissé , les dialogues réalistes , les combats très impressionnants , surtout le combat Chris VS Arias à la fin . Ce qui m ' a le plus impressionné , c' est la modélisation des personnages . Les 3 protagonistes ont bien vieilli depuis le premier jeu , mais je les trouve parfaitement réussis . Notamment Chris et Léon qui ont l' air d' avoir rajeunis par rapport à Resident evil 6 qui se passe chronologiquement avant ce film . Néanmoins je les trouve bien mieux ainsi car dans le 6 , ils avaient vieilli trop vite d' un seul coup . Là , c' est juste parfait . On a un Léon qui au début est dépressif ( tout comme Chris dans le 6 ) mais qui revient malgré tout dans l' aventure car il ne peut pas s' en empêcher . Il a toujours autant d' humour et d' agilité que dans les jeux . Chris est quant à lui redevenu un vrai soldat depuis Resident evil 6 . Il sait très bien se battre au corps à corps bien que l' antagoniste principal du film soit un adversaire de taille . Et Rebecca , ça fait plaisir de la revoir depuis tout ce temps bien qu' elle joue un rôle secondaire dans la seconde partie du film car c' est juste la princesse en détresse que Léon et Chris vont devoir sauver .",1
870,"Très marrant ! A partir d' une idée complètement improbable et risquée sur le plan cinématographique , Alain Chabat développe une écriture ingénieuse aux dialogues fourmillant de trouvailles . Jean-Pierre Bacri est impeccable dans son éternel rôle de grincheux désabusé et Chabat parvient à rendre crédible le personnage d' un chien dans un corps d' homme . Quinze ans après sa sortie Didier fonctionne toujours grâce à son sens de l' humour mélangeant l' absurde et le ( légèrement ) graveleux dans la plus pure tradition des Nuls ... Si le film a visuellement un peu vieilli le casting tient du régal : Josiane Balasko en hypnotiseuse , Zinedine Soualem en entraîneur de foot et même Dieudonné en commentateur sportif ! Bref Didier est un long métrage devenu culte de rediffusions et rediffusions et s' agit très certainement du meilleur film d' Alain Chabat . Mention spéciale à Caroline Cellier , superbe en femme émancipée amoureuse de son chien . Une très bonne comédie , rafraîchissante et plus subtile qu' elle n' en a l' air ...",1
871,"Après le renvoi de George Lazenby , qui n' avait convaincu ni le public ni les producteurs , c' est Sean Connery qui revient dans le rôle-titre et pour sa dernière apparition dans la peau de l' agent secret ( excepté pour le remake officieux Jamais pour jamais ) . À nouveau réalisé par le Français Guy Hamilton , Les diamants sont éternels n' est pas le meilleur et pour cause , des acteurs peu convaincants , un scénario aussi atypique que peu passionnant et une réalisation grandguignolesque de mauvais goût . Les personnages deviennent des caricatures dignes d' un dessin animé ( en particulier les loufoques et ambigus Mr. Wint and Mr. Kidd ) , le look de Blofled est tout simplement hideux et vraiment aberrant ( on passe de Donald Pleasance à Telly Savalas , chauves tous les deux , et on enchaine par Charles Gray , cheveux gris et crédibilité zéro ) . Certains passages sont dénoué de bons sens , comme lorsque Bond se retrouve enfermé dans un cercueil en direction du crématoire , ou lorsqu' il s' échappe avec un buggy spatial . En bref , on n' y croit pas , et apparemment les acteurs non plus . Un Bond décevant voire même inutile .",0
872,"C' est pas que ce soit si mal fait , mais ces films de propagande m ' énervent . Les français sont des très michans et les algiriens des très ginti . C' est donc déjà très mal barré pour noter la forme . Disons que c' est longuet , téléphoné , et somme toute assez emmerdant . .",0
873,"Très beau documentaire qui , en effet , pour la novice que je suis résume bien cette période . Cependant , à l' heure actuelle , avec "" les dernières "" ( 2014 ) découvertes misent en lumière ont peu remettre en question les derniers propos abordés . Peut-être aurait-il fallu y mettre un peu plus de distance par rapport aux discours tenus de la voix off . Je pinaille tout de même un peu ... Car malgré tous , cela reste une documentaire accessible , intéressent et très éducatif ! Une excellente base pour s' intéresser à cette période de notre histoire qui nous a mené jusqu' ici !",1
874,"J' ai vu et revu ce film quand j' était petite , notament pour les scènes avec les avions de chasses . C' est d' ailleurs mon volet préférée de la série des "" Aigle de Fer "" .",1
875,"Je n' aime pas ça , mais je suis obligé de débiner un film courageux , sympa , tout ce que vous voulez , mais qui m ' a vite ennuyé ! En fait , depuis le début , ce film , je ne le sentais pas ! Déjà à Cannes , je l' avais évité . Présenté dans la sélection "" Un certain Regard "" , ce film y a obtenu un prix spécial du Jury . Puis , il y a 10 jours , au dernier moment , je n' étais pas allé le voir . Et puis là , j' ai craqué ! Et bien , j' aurais mieux fait de rester à la maison . Certes , on y apprend des choses intéressantes sur l' Iran . Certes , malgré la séquence rap et la séquence techno , les musiques qu' on entend sont plutôt de bonne facture . En fait , le problème que j' ai rencontré est purement cinématographique . Je sais bien que le film a été réalisé dans des conditions très difficiles mais cette tournée des lieux underground dans lesquels se construit la musique rock en Iran fait très artificielle , les dialogues sonnent faux et puis , et puis surtout , la façon d' accompagner les séquences musicales par une succession de plans dont aucun ne dépasse la seconde m ' a vite été insupportable . Reste , malgré tout , le côté documentaire !",0
876,"Voir un film Légo était pour moi comme regarder mon frère jouer aux voitures . Un ennui profond . Pourtant , l' histoire de ce film est tout simplement ahurissante et génial . Ce monde créé de toute pièce , ces références , et toutes ces notions propres à Légo rendent ce film si particulier . Une réelle bonne surprise à voir , même pour ceux qui ne sont pas friands du genre .",1
877,grosse deception je me suı ennuyer tou le fılm passe votre chemın conseıl,0
878,"Kim Ki-duk est un cinéaste mystérieux , dans lequel il se montre un peu trop radical pour ce film . Au lieu de se focaliser sur cet anti-héros et son pendant féminin , d' explorer leur démence avec finesse , le cinéaste nous perd en multipliant les protagonistes , les nœuds dramatiques et les genres , tantôt ironique , tantôt grave . Kim Ki-duk semble aussi chercher son style , alternant longs et beaux plans contemplatifs et effets saccadés , pas franchement réussis . Reste que , comme d' habitude , le réalisateur sait nous marquer au fer rouge avec quelques séquences fortes comme l' accident mortel en plein acte sexuel , le combat de boxe , ou la scène où le personnage principal terrorise la ville . Dommage que les actions commises par le personnage principale qui sombre dans la folie soit trop répétitive mais bon , on a bien compris le message et on suivra ce metteur en scène qui semble avoir des choses à dires !",0
879,Vu sur TV5 Monde dernièrement . j' ai adoré le jeu des comédiens ou l' humour est tjs présent même dans le drame . Sauf à la fin bien sûr ou Le drame devient plus fort que tout . Borhinger immense comme les enfants .,1
880,"Le film aurait pu être intéressant , surtout par le casting de haut vol qui le compose . Mais le scénario et les dialogues sont d' une telle aberration , que l' on n' y croit pas une seule seconde .",0
881,"La rencontre de la vénéneuse Judi Dench et de la touchante Cate Blanchett nous offre deux belles performances d' actrices . Un véritable exploit car le réalisateur , qui manque totalement de subtilité , a tout fait pour leur savonner la planche en abusant vraiment d' effet demonstratifs lourdingues : voix off ommniprésente , musique assommante de P. Glass ponctuant la moindre émotion supposée , répétition de plans de coupe insistants , etc. . . Le sujet et les acteurs méritaient beaucoup mieux . Dommage .",0
882,"les troubles psychologiques occasionnés par l' acceptation de sa "" vraie nature "" ne sont pas nouveaux et surtout dans ce type de scénario . l' ensemble est assez banal , hésitant , de longs plans fixes , des personnages introvertis et du coup , il manque un quelque chose pour être vraiment ému et attaché .",0
883,"Je ne connaissais pas la trilogie "" Die hard "" , j' ai passé un bon moment de ce film ! Bruce Willis est toujours en forme , il déchire ! Une bonne intrigue , de l' action à plein temps avec des effets spéciaux démentiels ! ! !",1
884,"Je ne sais pas trop comment justifier ma note , je n' ai tout simplement pas accroché avec l' histoire ! Néanmoins Bruce Greenwood et Hayden Panettiere forment un bon duo et le film plaira probablement aux plus petits . Bref , je vous conseil plutôt Babe , le Cochon Devenu Berger .",0
885,""" Les Géants de l' Ouest "" n' est pas un mauvais film sur la relation nordistes / sudistes à la fin de la guerre de Sécession , mais il tourne en rond et finit par trop traîner en longueur pour qu' on puisse le regarder sans souhaiter d' arriver rapidement à la fin .",0
886,"Bonne comédie avec de très bons Charlots , pas mal de bons gags bien attendus , mais on passe un bon petit moment bien divertissant devant ce film . Je mettrais à ce film un 16 / 20 .",1
887,Je me souviens même plus de l' histoire tellement c' était nul et chiant . Zéro pointé .,0
888,"Si il est un peu moins accessible et moins bien construit que "" L' ère de Raoh "" , cet OAV ne déçoit en aucun cas sur le plan technique et se montre tout aussi épique et passionnant malgré sa brièveté . Vivement le prochain .",1
889,""" In this world "" n' est pas un documentaire , c' est plutôt un carnet de voyage , mais d' un voyage dramatique dans son origine , ses étapes , et ses conclusions . Si on peut être décontenancé par la distance que le réalisateur garde avec ses personnages - ce qui nuit à la force narrative et dramatique du film - , cela permet curieusement de lui donner une dimension réaliste qu' il n' aurait pas eu . Cette épure scénaristique - heureusement relevée par une mise en image de qualité et de belles musiques - permet de faire passer intact le message militant , profondément humaniste , et hélas tristement lucide du réalisateur . Un film rare et tout simplement indispensable .",1
890,C' est bon et pur . C' est frais comme ... un Chavroux de montagne . Beaucoup de plaisir .,1
891,"Et une fois de plus un film archétypal sur et pour des ados , eux mêmes stéréotypés ... Est-ce vraiment nécessaire ?",0
892,"Une daube monumentale ! ! ! Rempli de bons sentiments ridicules , d' acteurs bidons , de clichés : les méchants sont des noirs , des latinos ... Passer votre chemin .",0
893,"Un huis clos mobile si on peut dire très décevant . Le scénario est plat et pas du tout exploité , le rythme ne s' installe jamais et on s' ennuie pendant tout le film . Paul Walker fait son possible mais c' est pas suffisant pour hausser l' intérêt du film .",0
894,Je ne peux que vous dire de ne pas le regarder . ce film n' a pas de sujet c' est juste 4 histoires ayant plus ou moins un rapport entre elles . le réalisateur passe à tout moment d' une histoire a l' autre sans jamais respecter l' ordre chronologique voir même tout mélanger jusqu' au bout on se demande deux choses ( que vous vous demanderez toujours après d' ailleurs ) c' est quoi la trame ? c' est quoi Babel ? Bref un filme extrêmement long pour rien voir une fin de m ... . passer moi l' expression . passer votre chemin même si vous aimer voir Brad pitt qui ne joue dans le film à peut prés 10 min Les chose que j' ai retenu dans ce film : Les marocains sont hospitalier et généreux . les américains sont nombrilistes . il ne faut jamais partir à l' étranger sans ses enfants . Ne pas obliger la nounou de garder ses enfants quand son fils se marie . ne pas sortir les enfant qu' on garde en dehors de leur pays sans l' accord des parents même si c' est pas pour leur faire du mal . ne pas donner une arme en cadeaux à un indigène même si il est gentil . Quand on ne parle pas ( muet ) ben on ne couche pas non plus . je vais m ' arrêter la même si dans ses quelque lignes je vous est raconter le film en entier . Et je vous fait une fleur Babel est le nom de la malédiction que aurais donner le dieux de la bible sur les homes pour qu' il ne se comprenne pas tous ( chaque pays une langue différentes ) c' est apparemment la trame du film qu' on ne comprend pas forcement .,0
895,"En 2005 , la comédie d' Alexander Payne "" Sideways "" a crée la surprise en séduisant la critique mais le film m ' a grandement déçu . Où certains voient une comédie originale pétrie de charme , je n' ai vu qu' une comédie qui accumule les clichés . Les deux personnages sont repoussants , inintéressants et l' on ressent pas la moindre empathie pour eux . Le film enchaîne les clichés et les facilités tombant dans un récit beauf et mou . Le scénario est plat et manque cruellement de rythme . Quelques situations assez drôles relèvent un peu le niveau mais ne parviennent pas à sauver le film . Le film s' enlise dans les clichés alors que quelques éléments laissaient entrevoir un joli potentiel mais au fil du métrage , le film troque son originalité et son inventivité pour plonger dans la facilité et c' est bien dommage .",0
896,ce film n' a aucun intérêt quand on a vu les autres et même si on les a pas vus,0
897,"Vraiment hilarant , surtout les scènes avec Chabal .",0
898,""" Le messager "" ne marquera pas d' une pierre blanche ni la filmographie de Jean Gabin ni l' histoire du cinèma français ! 1935 : "" La Bandera "" de Julien Duvivier ; 1939 : "" Le jour se lève "" de Marcel Carnè ! Entre ces deux dates , des films qui marquent d' une manière significative le 7ème art dans l' une des pèriodes les plus prestigieuses de sa carrière : "" Pèpè le Moko "" , "" La grande illusion "" , "" Quai des brumes "" , "" La bête humaine "" ... et ce film très datè de 1937 que l' on peut qualifier comme mauvais dans l' oeuvre de Gabin qui se laisse pourtant sèduire par un scènario anodin : l' adjoint d' un agent colonial devient l' amant de la femme dèlaissèe de son chef ! Tirè par Marcel Achard d' une pièce de Henri Bernstein et mis en scène par Raymond Rouleau ( futur metteur en scène des "" Sorcières de Salem "" ) , "" Le messager "" ne sort jamais du lot ! Bernstein , que son père admirait tant ! Est-ce le souvenir de cette admiration qui a incitè Gabin a dire oui ? Peut-être , et peut-être aussi la conscience qu' il lui faut maintenant se renouveler ! Le reste de la distribution , Gaby Morlay et le juvènile Jean-Pierre Aumont , acheva de donner à ce drame conventionnel une patine qui dèroute à la fois la critique et le grand public de l' èpoque ! On notera une petite figuration de Bernard Blier en chauffeur et de Lucien Coëdel en agent ...",0
899,"Le postulat de départ est basique mais génial , et de ce postulat Laurent Tuel tire un film à la fois très drôle et très touchant , porté par Fabrice Luchini survolté comme jamais dans son personnage de fan prêt à tout pour retrouver son idole . Truffé jusqu' à la gueule de références à la carrière et la vie de Johnny , le film suscite le rire presque à tous les plans , sans relâcher la pression un seul instant . Du très bel ouvrage qui n' est pas réservé aux seuls inconditionnels .",1
900,"Allez le seul moment qui passe c' est quand il frappe Gillian Anderson . Ceux qui se sont tapés les saisons de X Files peuvent comprendre , on a envie parfois ... Du reste c' est encore une suite , encore une parodie loupée , encore du Atkinson qui louche sur son perso de Bean alors que ça colle pas , encore un scénario naze et pas recherché , encore une trame des plus prévisible , encore une accumulation de "" stars "" pour combler , encore une machine à pèze ( pas les bonbons hein ? ) . Non tout est pitoyable , même pas nanardesque car rien n' est sympa là dedans , sauf la fin : quand on éteint le dvd ( car au ciné faut pas pousser ) .",0
901,"L' utilisation de musiques extra-diététiques , d' événements paranormaux qui disparaissent de la bande magnétique si l' on repasse l' enregistrement ( alors qu' ils devraient pas puisque le film n' a n' a pas à montrer ce qui l' entend ! ) Les caméras qui fait un bruit pas possible quand elle zoom … c' est inutile , ça marque un effet vidéo évident qu' il n' a pas besoin d' être souligné . Ça décrédibilise encore plus le film car un tel son dans la réalité est impossible , et ici nous sommes en face d' un film – vérité . D' une manière générale , tous les ressorts scénaristiques importants sont soulignés par un effet sonore absolument inutile . Le background des personnages est absolument inutile , la justification du voyage n' apporte absolument rien au récit . Et vas-y que je te fait la gueule parce que Machin film sans arrêt ... Tenir ce discours pendant 1h30 devient lassant et voir les personnages principaux complètement incrédule devant leur amis qui leur soutien que la caméra montre des choses anormales fait sortir le spectateur du film . « La caméra filme toute seule » c' est ça la justification du faite que la caméra filme ? Vraiment ? ! Et le found footage , je vous rappelle que c' est un montage cut , le son du plan suivant n' est pas censé être perçu juste avant le cut et on ne touche pas à After Effects pour retoucher la saturation ou la vitesse , on prend le tout tel qu' il est sensé être . On ne coupe pas non plus toutes les 2 secondes pour rendre le montage plus rapide … et nous balancer à la figure des effets de brouillage de la caméra pour signifier le surnaturel ... Merci captain obvious , j' ai vu qu' il y avait un fantôme pas besoin de grésiller . Et la fin … aucun Climax . … ah , si , apparemment la musique crois qu' il y en a un .",0
902,Un western vraiment moyen qui met trop de temps à installer son intrigue . Reste James Stewart ( d' ailleurs sans sa présence ce western serait tomber dans les oubliettes ) et un final réussi mais ce n' est pas suffisant pour faire de Le Survivant des monts lointains un bon western .,0
903,"Un récit attachant sur le papier et un matériau littéraire de base sûrement de qualité . Mais le traitement donne un récit sage comme sa belle image , avec musique sirupeuse qui surligne l' action , retours en arrière appuyés à l' esthétique publicitaire de « Nouvelles frontières » et héroïne larmoyante qui est à Madame Bovary ce que Mme Gavron est à Flaubert : trop de clichés ( époux traditionaliste lourdaud , amant aux dents blanches mais qui sombre dans le fondamentalisme , fillette forcément rebelle ... ) . Malgré la mièvrerie dominante , ce roman photo multiculturel se laisse regarder sans ennui , ce qui n' est déjà pas si mal .",0
904,"Quand j' ai appris que le cinéaste Français Julien Leclercq , dont j' ai adoré son dernier long métrage "" Braqueurs "" , faisait un film avec Jean-Claude Van Damme pour lui redorer le blason avec ses quelques oeuvres alimentaires qu' ' il fait de nos jours aux Etats-unis , j' en attendais à quelque chose de bien vu ce que j' ai lu et entendu , il y a de bonnes intentions mais le résultat , pour ma part , est décevant ! ! Certes , il y a quelques images qui font mouches comme les scènes de discothèque ou la caméra qui suit le héros dans une maison ou il est en danger avec un Van Damme silencieux , une bonne trame ou le personnage principal donne un coup de main à la police à son insu et autres péripéties , le problème , ce sont les dialogues des comédiens que j' ai trouvé mou tout le long du film auquel j' ai failli m ' endormir mais on est dans une oeuvre avec Van Damme qui ressemble un peu aux autres à l' écoute . Les seconds roles ne sont pas terribles aussi comme Sami Bouajila dans la peau du flic par exemple . Grosse déception .",0
905,"Pas besoin d' adaptation cinématographique , mieux se focaliser sur les dessins animés .",0
906,"Vous croyez qu' Ingmar Bergman réalisant un thriller d' espionnage ne peut être possible que dans le domaine de la science-fiction ? ? ? En ben , détrompez-vous car il y a ce film qui prouve le contraire . Le réalisateur n' a pas été très tendre avec cette oeuvre en disant que c' est le seul film qu' il a tourné pour le pognon , qui lui file trop la honte , que c' est le plus mauvais film de sa carrière et qu' il a interdit à quiconque de le regarder ( désolé mais je n' ai pas respecter cette interdiction comme vous pouvez le voir ! ! ! ) . Ce n' est pas un bon film mais plus à cause de la mauvaise volonté visible qu' à mis le réalisateur à le faire qu' à cause de l' histoire elle-même . Parce qu' avec un peu d' effort , il y aurait pu avoir quelque chose de très bon . D' autant plus que Signe Hasso est une belle actrice charismatique donc capable de porter ce genre de film sans problème et qu' il y a quelques bonnes idées comme la réunion des espions dans l' arrière d' un cinéma avec comme bruit de fond un dessin animé avec Donald Duck , la séance de torture sur le méchant de l' histoire qui s' il avait eu plus de consistance aurait pu donner une empathie troublante envers lui du spectateur , ou encore le trait d' humour cynique quand la protagoniste demande tranquillement à son mari comment il a eu une cicatrice avant de le zigouiller , enfin des trucs comme cela intéressants ... Dommage donc que la mise en scène soit un peu plate , que les personnages manquent d' épaisseur et que la trame soit un peu incompréhensible . Hitchcock aurait pu faire un carnage ( dans le bon sens du terme ! ! ! ) avec ça .",0
